"rgn_id","rgn_name","area_km2"
1,"North Coast",17519.9
2,"Haida Gwaii",46053.7
3,"Central Coast",20517
4,"North Vancouver Island",13731.6
5,"West Vancouver Island",28162.4
6,"Strait of Georgia",8159.22
7,"Pacific Offshore",315888
8,"Aristazabal Island",3210.95
