rgn_id,rgn_name,area_km2
1,North Coast,17519.936788172636
2,Haida Gwaii,46053.741067304254
3,Central Coast,20517.013399046507
4,North Vancouver Island,13731.588962759108
5,West Vancouver Island,28162.40656598179
6,Strait of Georgia,8159.221123345518
7,Pacific Offshore,315888.1213022322
8,Aristazabal Island,3210.947739559719
