rgn_id,type,label
1,eez,Tarapacá
2,eez,Antofagasta
3,eez,Atacama
4,eez,Coquimbo
5,eez,Valparaíso
6,eez,O'Higgins
7,eez,Maule
8,eez,Bío-Bío
9,eez,Araucanía
10,eez,Los Lagos
11,eez,Aisén
12,eez,Magallanes
14,eez,Los Ríos
15,eez,Arica y Parinacota
16,eez,Juan Fernandez y Desventuradas
17,eez,Easter Island
