rgn_id,label
1,Chile
2,Chile
3,Chile
4,Chile
5,Chile
6,Chile
7,Chile
8,Chile
9,Chile
10,Chile
11,Chile
12,Chile
14,Chile
15,Chile
16,Chile
17,Chile
