rgn_id,level,georgn_id
1,r2,5
1,r1,419
1,r0,1
2,r2,5
2,r1,419
2,r0,1
3,r2,5
3,r1,419
3,r0,1
4,r2,5
4,r1,419
4,r0,1
5,r2,5
5,r1,419
5,r0,1
6,r2,5
6,r1,419
6,r0,1
7,r2,5
7,r1,419
7,r0,1
8,r2,5
8,r1,419
8,r0,1
9,r2,5
9,r1,419
9,r0,1
10,r2,5
10,r1,419
10,r0,1
11,r2,5
11,r1,419
11,r0,1
12,r2,5
12,r1,419
12,r0,1
14,r2,5
14,r1,419
14,r0,1
15,r2,5
15,r1,419
15,r0,1
16,r2,5
16,r1,419
16,r0,1
17,r2,5
17,r1,419
17,r0,1
