rgn_id,trend
1,-0.0728
2,-0.0728
3,-0.0728
4,-0.0728
5,-0.0728
6,-0.0728
7,-0.0728
8,-0.0728
9,-0.0728
10,-0.0728
11,-0.0728
12,-0.0728
14,-0.0728
15,-0.0728
16,-0.0728
17,-0.0728
